employee_id,department,designation,employment_type,location,age,tenure_months,months_since_last_hike,current_salary,last_hike_percentage,total_leaves_taken,leave_trend_flag,productivity_score,productivity_trend_flag,bench_days_last_6mo,manager_change_count,number_of_client_switches,Attrition
1582,Operations,Senior Associate,Full-time,Remote,43,53,5,99157,18.7,9,0,90.3,0,0,0,1,0
1583,Operations,Senior Associate,Full-time,Remote,23,74,3,126102,4.7,19,0,68.8,0,34,0,0,0
1584,Sales,Senior Associate,Full-time,Hybrid,34,49,17,116483,3.9,23,1,78.6,0,13,0,0,0
1585,HR,Senior Associate,Full-time,Remote,44,113,5,109941,5.9,6,0,87.6,0,20,1,0,0
1586,HR,Senior Associate,Full-time,Onsite,46,114,25,87544,9.1,24,0,93.7,0,47,0,1,0
1587,Marketing,Senior Associate,Full-time,Remote,49,66,26,34403,19.8,7,0,83.9,1,54,0,0,1
1588,Finance,Senior Associate,Contract,Onsite,32,95,10,66091,18.4,0,0,48.9,0,57,0,1,0
1589,Operations,Associate,Full-time,Hybrid,54,63,15,82510,23.1,27,0,91.3,0,51,0,1,0
1590,Marketing,Team Lead,Full-time,Hybrid,45,25,18,118061,1.5,17,0,77.1,1,37,0,0,0
1591,Engineering,Senior Associate,Full-time,Remote,23,4,14,35017,0.3,11,1,76.6,0,0,0,0,0
1592,Operations,Team Lead,Full-time,Onsite,51,51,25,69203,17.5,17,0,95.3,0,19,1,0,0
1593,Marketing,Senior Associate,Full-time,Remote,38,11,30,86473,7.0,27,0,54.9,1,55,1,0,1
1594,Operations,Senior Associate,Contract,Hybrid,55,17,18,82123,8.4,23,0,54.4,1,4,0,0,0
1595,Finance,Associate,Full-time,Remote,43,108,23,78260,13.7,11,0,70.8,1,39,0,0,0
1596,Engineering,Manager,Full-time,Remote,26,66,8,75938,2.6,19,1,85.1,0,43,1,1,0
1597,Finance,Manager,Full-time,Onsite,37,70,22,87929,16.1,8,0,66.8,0,31,0,1,1
1598,Engineering,Associate,Full-time,Hybrid,34,73,3,115265,8.1,1,1,78.0,0,0,0,0,0
1599,Sales,Team Lead,Full-time,Remote,47,69,9,123966,15.8,13,1,67.2,0,44,2,0,0
1600,Marketing,Manager,Full-time,Onsite,52,84,8,134120,20.9,3,0,76.6,0,57,0,0,0
1601,Engineering,Associate,Full-time,Remote,44,29,18,67372,4.3,28,1,89.3,1,40,1,2,1
1602,Finance,Associate,Full-time,Onsite,33,85,14,131728,23.3,28,0,50.8,0,51,0,2,0
1603,Operations,Manager,Full-time,Onsite,35,73,33,83252,13.3,14,0,81.7,0,56,0,0,0
1604,Engineering,Team Lead,Full-time,Remote,39,92,18,44628,23.1,16,0,87.2,0,55,1,0,0
1605,Marketing,Associate,Full-time,Hybrid,48,119,20,140165,5.2,18,0,66.8,1,39,0,0,1
1606,Engineering,Senior Associate,Full-time,Hybrid,49,72,33,42501,15.1,5,0,59.4,1,44,0,2,1
1607,HR,Team Lead,Full-time,Onsite,39,95,16,148165,10.1,8,0,40.8,1,59,1,0,1
1608,Operations,Team Lead,Full-time,Hybrid,37,20,17,60131,19.4,26,0,87.8,0,1,2,2,1
1609,Marketing,Manager,Full-time,Onsite,37,27,16,119102,15.1,16,0,59.7,0,30,0,0,0
1610,Marketing,Manager,Full-time,Hybrid,34,8,1,119360,12.4,14,0,61.4,0,46,0,0,1
1611,Sales,Senior Associate,Full-time,Remote,50,118,0,149346,22.8,4,0,60.2,1,45,1,0,1
1612,Finance,Associate,Full-time,Hybrid,30,85,9,98348,9.4,27,0,69.9,0,50,0,0,0
1613,Sales,Manager,Full-time,Onsite,47,61,4,128348,5.5,17,0,82.1,0,25,0,0,0
1614,Marketing,Manager,Full-time,Onsite,49,28,11,122862,15.2,22,0,86.3,0,8,0,2,0
1615,Operations,Team Lead,Full-time,Hybrid,34,87,35,145321,15.6,3,0,63.6,0,50,1,2,1
1616,Engineering,Manager,Full-time,Remote,57,70,30,39402,11.0,20,0,79.8,0,29,0,1,1
1617,Engineering,Manager,Full-time,Onsite,30,3,8,121861,12.2,23,0,83.2,0,45,1,1,0
1618,Operations,Manager,Full-time,Onsite,35,69,25,85956,24.0,1,0,57.8,0,7,0,0,0
1619,Marketing,Manager,Full-time,Onsite,33,73,14,81920,18.3,18,1,45.8,0,4,1,0,0
1620,Engineering,Team Lead,Full-time,Onsite,53,7,15,137089,2.8,26,0,93.7,0,38,0,0,0
1621,Engineering,Senior Associate,Full-time,Onsite,24,60,12,56000,5.3,4,0,80.6,1,3,1,1,1
1622,Engineering,Senior Associate,Full-time,Remote,37,4,24,119795,24.4,25,0,78.9,0,39,1,1,1
1623,Finance,Associate,Full-time,Hybrid,41,103,29,142885,18.2,3,0,43.5,1,35,0,0,0
1624,Finance,Manager,Full-time,Remote,53,5,6,97462,22.9,4,0,89.1,0,20,0,1,0
1625,HR,Team Lead,Full-time,Remote,44,11,3,96392,7.6,18,0,74.0,0,32,1,0,0
1626,Sales,Associate,Full-time,Onsite,38,15,29,35988,18.5,12,0,90.9,0,25,0,3,1
1627,Operations,Associate,Full-time,Remote,37,64,9,104279,17.9,15,0,98.5,1,39,0,0,0
1628,Operations,Senior Associate,Full-time,Onsite,29,98,29,86999,7.4,11,1,97.4,0,38,1,3,0
1629,Operations,Team Lead,Contract,Remote,40,13,6,99674,13.8,8,0,91.4,0,10,0,1,0
1630,HR,Team Lead,Contract,Onsite,51,118,35,139384,15.7,23,0,40.7,0,20,0,0,0
1631,Finance,Team Lead,Contract,Onsite,55,112,34,111618,12.0,15,1,93.1,0,47,0,0,1
1632,Marketing,Senior Associate,Full-time,Remote,35,7,23,83426,20.7,13,0,44.5,0,21,1,1,1
1633,Marketing,Senior Associate,Full-time,Remote,43,104,35,88824,20.8,21,1,91.1,0,48,0,0,0
1634,HR,Senior Associate,Full-time,Hybrid,38,6,19,143174,21.3,29,0,56.8,0,55,1,1,1
1635,Marketing,Senior Associate,Full-time,Hybrid,36,56,31,128910,20.1,0,0,76.6,0,56,0,0,0
1636,Operations,Senior Associate,Full-time,Hybrid,53,64,25,104399,12.2,19,0,42.3,1,58,0,1,0
1637,Sales,Manager,Full-time,Remote,34,103,25,90659,9.5,22,1,86.3,0,36,0,0,1
1638,Engineering,Manager,Full-time,Remote,42,50,35,67790,20.8,25,0,46.7,0,57,0,1,1
1639,Finance,Team Lead,Full-time,Onsite,54,30,34,144704,12.3,20,1,64.6,1,6,0,2,1
1640,Finance,Associate,Full-time,Hybrid,48,22,34,125343,6.2,3,0,89.0,0,41,0,1,0
1641,HR,Team Lead,Contract,Onsite,56,25,11,52118,12.7,8,0,81.7,0,12,0,0,0
1642,Finance,Associate,Full-time,Onsite,37,28,32,82025,3.5,23,1,40.4,0,19,0,1,0
1643,Operations,Senior Associate,Full-time,Onsite,49,118,35,89938,17.3,18,0,64.2,0,14,0,0,1
1644,Marketing,Associate,Contract,Onsite,55,84,13,35149,8.4,13,1,42.5,0,37,0,0,0
1645,Operations,Team Lead,Full-time,Hybrid,22,39,32,68079,6.5,21,0,80.4,1,33,2,0,1
1646,HR,Team Lead,Full-time,Onsite,52,67,23,32484,23.9,11,1,98.1,0,35,1,2,1
1647,Operations,Associate,Full-time,Remote,57,5,14,85474,19.4,29,0,79.3,0,52,0,0,0
1648,Marketing,Manager,Full-time,Remote,54,65,30,120727,19.7,29,0,53.5,1,45,0,0,0
1649,Sales,Senior Associate,Contract,Remote,54,15,16,143316,15.6,27,1,61.3,1,56,0,0,1
1650,HR,Senior Associate,Full-time,Hybrid,39,90,11,78601,21.0,3,0,98.6,0,24,0,0,0
1651,Sales,Team Lead,Full-time,Onsite,44,67,21,147893,19.0,6,0,53.4,1,55,0,0,0
1652,Engineering,Manager,Full-time,Hybrid,44,40,22,73809,15.0,16,0,73.7,0,28,2,0,0
1653,Sales,Associate,Full-time,Onsite,36,105,25,50791,24.0,0,0,64.0,1,46,2,2,0
1654,Engineering,Senior Associate,Contract,Hybrid,47,111,13,99343,4.8,13,1,86.1,1,27,0,1,0
1655,Engineering,Manager,Full-time,Hybrid,51,106,11,56648,23.6,14,0,92.0,0,13,0,3,0
1656,Sales,Senior Associate,Full-time,Onsite,46,98,3,61090,10.0,11,0,60.5,0,3,1,1,0
1657,HR,Manager,Full-time,Hybrid,37,116,12,120636,13.2,11,0,79.6,0,37,2,0,0
1658,Marketing,Manager,Full-time,Onsite,35,69,17,126485,3.1,5,1,72.9,0,6,0,1,1
1659,Operations,Team Lead,Contract,Remote,38,95,27,131477,13.5,25,0,56.7,0,12,1,0,1
1660,Operations,Senior Associate,Full-time,Remote,33,115,18,47857,15.3,26,0,56.3,1,16,0,0,0
1661,Marketing,Associate,Full-time,Remote,50,77,2,92327,24.9,28,0,72.3,0,28,1,0,0
1662,Engineering,Team Lead,Full-time,Hybrid,53,43,18,142516,24.4,12,0,49.2,0,16,0,1,0
1663,Engineering,Team Lead,Full-time,Remote,45,1,19,123386,24.2,15,1,88.6,1,35,1,0,0
1664,HR,Associate,Full-time,Onsite,34,22,24,148026,8.7,13,0,44.1,0,18,0,1,1
1665,Finance,Team Lead,Contract,Remote,41,62,10,72967,24.8,6,0,45.7,0,25,0,2,0
1666,Sales,Manager,Full-time,Remote,36,79,16,83709,11.4,28,0,60.5,0,51,0,2,1
1667,Engineering,Manager,Contract,Hybrid,25,26,34,97948,21.3,24,1,47.1,0,44,0,2,1
1668,Operations,Senior Associate,Full-time,Onsite,55,18,13,78861,5.4,15,0,68.5,0,8,1,0,0
1669,HR,Senior Associate,Full-time,Hybrid,49,48,18,146839,12.6,22,0,64.0,1,1,0,2,0
1670,Sales,Associate,Full-time,Hybrid,23,9,2,98718,24.2,8,0,83.3,0,19,0,0,0
1671,HR,Senior Associate,Full-time,Onsite,51,1,33,50948,23.7,25,1,97.2,1,22,0,0,1
1672,Sales,Manager,Contract,Hybrid,47,107,21,63782,17.1,13,0,85.2,0,17,1,1,0
1673,Sales,Associate,Full-time,Onsite,47,9,26,80756,19.9,24,0,50.8,0,55,0,2,1
1674,Marketing,Associate,Full-time,Remote,41,23,20,112789,4.4,29,0,96.1,0,25,0,0,0
1675,Engineering,Senior Associate,Full-time,Onsite,49,107,30,135217,18.0,29,0,63.5,0,51,1,1,1
1676,HR,Manager,Full-time,Onsite,41,45,26,131031,15.5,23,1,68.5,1,24,0,0,1
1677,HR,Associate,Full-time,Onsite,32,2,1,98388,2.3,6,0,65.3,0,16,1,0,0
1678,Marketing,Manager,Full-time,Hybrid,31,14,8,137381,2.8,11,1,56.8,0,38,0,1,0
1679,Operations,Manager,Full-time,Onsite,44,38,18,114528,2.7,2,0,93.7,0,48,2,3,0
1680,Operations,Manager,Full-time,Onsite,40,40,35,96809,18.1,26,0,59.9,1,58,0,0,1
1681,Engineering,Senior Associate,Full-time,Onsite,39,63,9,37649,3.5,13,0,74.7,0,9,0,0,0
1682,Engineering,Team Lead,Full-time,Remote,48,82,6,59002,11.7,18,1,54.4,1,58,0,0,0
1683,Finance,Team Lead,Full-time,Onsite,27,16,3,64723,8.9,10,0,87.8,0,24,2,0,0
1684,Marketing,Associate,Full-time,Hybrid,31,117,14,104314,13.8,4,1,86.5,0,45,0,1,0
1685,Operations,Manager,Contract,Onsite,23,93,11,120312,17.7,22,0,57.8,0,27,0,0,0
1686,Sales,Senior Associate,Full-time,Onsite,45,108,5,100085,17.1,12,0,80.9,1,25,0,0,0
1687,HR,Manager,Full-time,Remote,49,75,8,111399,12.9,27,1,82.2,1,11,0,0,0
1688,Engineering,Manager,Full-time,Onsite,49,6,34,41809,11.6,9,1,73.8,0,57,1,0,1
1689,HR,Senior Associate,Full-time,Hybrid,23,3,7,88169,9.9,6,0,76.0,1,43,1,1,0
1690,HR,Team Lead,Full-time,Onsite,26,14,6,38302,21.5,16,0,74.5,0,48,1,0,0
1691,Finance,Manager,Full-time,Hybrid,32,66,3,38100,8.3,15,0,44.9,0,18,0,0,0
1692,Operations,Manager,Full-time,Remote,31,96,12,98447,6.5,7,0,80.2,0,59,0,0,0
1693,Engineering,Team Lead,Full-time,Onsite,23,95,18,107627,18.6,16,0,68.2,0,22,0,1,0
1694,HR,Senior Associate,Full-time,Remote,36,75,6,104635,9.0,12,0,66.3,0,13,1,1,1
1695,Engineering,Associate,Full-time,Onsite,28,86,9,85020,21.2,29,0,91.6,0,16,0,2,0
1696,Sales,Team Lead,Contract,Hybrid,41,67,24,35663,8.2,10,0,41.4,0,14,1,0,0
1697,Finance,Associate,Full-time,Remote,55,114,34,125440,17.5,19,1,55.1,0,20,2,1,0
1698,Sales,Associate,Full-time,Onsite,56,31,24,123827,1.1,17,0,47.3,0,37,1,0,1
1699,Engineering,Team Lead,Contract,Hybrid,55,33,28,74649,9.6,4,0,42.1,0,29,0,2,0
1700,Engineering,Manager,Full-time,Remote,43,88,11,77136,8.6,5,1,56.5,0,18,0,1,0
1701,Operations,Associate,Full-time,Onsite,52,1,11,145242,20.4,19,0,99.3,0,31,0,0,0
1702,HR,Associate,Full-time,Remote,44,44,5,136602,24.2,13,0,56.2,1,28,1,1,0
1703,HR,Senior Associate,Contract,Onsite,40,15,9,66104,11.5,11,0,79.8,0,21,0,0,0
1704,Sales,Manager,Full-time,Hybrid,25,37,1,69137,20.6,28,0,47.1,0,19,1,0,0
1705,Finance,Associate,Contract,Hybrid,45,27,24,32534,17.5,3,1,76.1,0,37,0,1,0
1706,Marketing,Senior Associate,Full-time,Remote,41,102,6,97762,24.2,6,0,99.1,0,37,0,0,0
1707,HR,Manager,Full-time,Remote,49,48,22,82445,20.3,10,0,57.5,0,35,0,0,0
1708,Operations,Team Lead,Contract,Onsite,38,27,10,39585,1.9,19,0,90.9,0,0,0,2,0
1709,Sales,Team Lead,Full-time,Hybrid,40,108,35,122796,17.8,1,1,99.9,0,18,0,1,0
1710,Sales,Senior Associate,Full-time,Onsite,56,12,22,122947,13.4,3,0,75.3,0,42,0,1,0
1711,Marketing,Team Lead,Full-time,Hybrid,53,67,6,128470,0.4,6,0,58.6,0,25,0,0,1
1712,Operations,Associate,Full-time,Remote,56,30,26,106438,6.3,0,0,80.4,0,6,1,0,0
1713,Finance,Manager,Contract,Onsite,51,96,12,66392,23.0,14,0,90.7,0,33,0,1,0
1714,Operations,Associate,Full-time,Onsite,38,87,16,114267,23.2,19,0,50.3,1,35,3,0,1
1715,Finance,Associate,Full-time,Hybrid,50,66,31,113324,20.0,21,0,67.2,1,5,1,0,1
1716,Operations,Team Lead,Full-time,Hybrid,27,7,25,61126,24.5,23,0,59.2,0,36,0,0,0
1717,Operations,Associate,Full-time,Hybrid,38,34,21,72485,20.2,7,0,57.0,1,21,0,0,0
1718,Engineering,Team Lead,Full-time,Remote,38,32,12,140905,0.3,28,0,91.6,0,52,1,1,0
1719,Sales,Manager,Full-time,Onsite,35,117,11,141407,7.2,24,0,65.3,0,8,0,0,0
1720,Operations,Manager,Full-time,Hybrid,45,39,6,75798,0.8,4,1,60.3,0,42,0,1,0
1721,Marketing,Associate,Contract,Remote,53,96,0,98310,2.4,13,0,76.2,0,59,1,1,0
1722,Operations,Senior Associate,Full-time,Hybrid,57,43,32,39017,5.5,17,0,53.2,1,28,0,1,1
1723,HR,Team Lead,Full-time,Onsite,35,43,13,55700,12.6,2,0,53.8,0,49,1,1,1
1724,Sales,Team Lead,Contract,Hybrid,48,78,16,120680,21.2,1,0,71.2,1,51,1,0,1
1725,HR,Associate,Full-time,Onsite,40,3,3,125446,21.5,24,0,64.6,0,16,1,1,0
1726,Sales,Team Lead,Full-time,Remote,52,46,0,138454,15.4,21,1,57.7,0,59,0,0,1
1727,HR,Team Lead,Full-time,Remote,30,32,23,66507,23.2,15,0,43.2,0,12,0,1,1
1728,Operations,Senior Associate,Contract,Hybrid,38,43,33,77679,12.5,13,1,71.2,1,54,2,1,1
1729,Operations,Senior Associate,Full-time,Onsite,40,100,33,122221,22.2,15,1,89.0,0,16,0,0,0
1730,Engineering,Associate,Contract,Onsite,25,81,23,119938,11.4,10,0,91.1,0,53,1,0,0
1731,Marketing,Senior Associate,Full-time,Onsite,32,112,14,67232,6.9,27,1,54.1,0,57,0,1,0
1732,HR,Associate,Full-time,Hybrid,43,3,16,125599,22.9,16,0,76.0,1,9,0,1,1
1733,Finance,Manager,Full-time,Onsite,25,74,12,119661,9.7,2,0,91.4,1,24,0,1,0
1734,Engineering,Associate,Full-time,Onsite,38,117,6,140685,12.6,22,0,64.5,0,17,0,1,0
1735,HR,Manager,Full-time,Onsite,29,63,8,54020,8.2,22,0,95.9,1,48,0,1,1
1736,HR,Associate,Full-time,Onsite,55,111,34,127239,16.6,4,1,94.2,0,43,0,1,0
1737,Engineering,Team Lead,Full-time,Hybrid,32,40,22,87172,24.9,2,1,52.5,0,14,0,0,1
1738,Operations,Senior Associate,Full-time,Hybrid,52,18,22,127305,0.6,28,1,55.5,0,58,2,1,1
1739,HR,Manager,Full-time,Onsite,32,67,25,43746,22.5,14,0,50.8,0,26,1,0,0
1740,Operations,Associate,Full-time,Onsite,42,103,0,93537,0.1,22,0,51.8,0,58,0,0,0
1741,Engineering,Senior Associate,Full-time,Remote,51,62,13,34094,9.1,4,0,94.5,1,57,0,1,0
1742,Operations,Associate,Full-time,Remote,31,10,31,98466,4.2,21,0,95.9,0,18,0,0,0
1743,Sales,Senior Associate,Full-time,Onsite,47,52,9,129067,18.9,2,0,43.1,0,53,2,1,0
1744,Finance,Senior Associate,Full-time,Onsite,48,73,0,60755,1.3,5,0,75.6,1,14,0,0,0
1745,HR,Associate,Full-time,Remote,29,46,4,125641,13.8,22,0,73.9,1,44,2,1,1
1746,Marketing,Manager,Full-time,Remote,29,55,2,41552,7.4,13,0,63.4,0,6,1,1,0
1747,Finance,Manager,Contract,Onsite,29,46,26,131754,3.3,23,0,77.9,0,42,1,2,0
1748,Operations,Team Lead,Full-time,Hybrid,55,75,21,89491,19.3,1,0,96.8,0,39,0,1,0
1749,HR,Senior Associate,Full-time,Hybrid,37,60,17,49779,5.4,17,1,50.2,1,51,1,0,1
1750,Operations,Team Lead,Full-time,Onsite,34,97,15,59000,5.6,29,0,47.2,0,15,0,0,0
1751,Sales,Team Lead,Full-time,Onsite,44,100,1,115639,6.9,5,0,42.0,0,23,0,1,0
1752,Engineering,Associate,Full-time,Remote,33,26,12,83953,14.7,23,1,61.8,1,22,1,0,0
1753,HR,Associate,Full-time,Remote,48,27,15,87564,16.5,4,1,60.3,1,10,2,1,0
1754,Sales,Associate,Full-time,Hybrid,43,38,7,44102,0.4,13,1,65.8,0,23,0,0,0
1755,Sales,Senior Associate,Full-time,Onsite,53,22,7,31861,6.0,16,0,70.2,0,4,0,0,0
1756,HR,Associate,Full-time,Remote,48,26,9,73574,10.8,10,0,85.5,0,57,0,0,0
1757,Operations,Associate,Full-time,Hybrid,23,86,32,62682,8.3,0,1,63.5,1,38,0,2,1
1758,Marketing,Senior Associate,Full-time,Hybrid,54,69,30,108819,22.1,9,1,59.8,0,47,0,1,1
1759,Sales,Senior Associate,Full-time,Hybrid,47,35,11,121133,19.7,8,0,89.6,0,29,0,1,0
1760,Finance,Manager,Contract,Remote,49,66,8,144797,15.6,19,0,91.0,0,15,0,0,0
1761,Sales,Associate,Full-time,Remote,40,99,8,107972,8.5,11,0,54.0,0,19,1,0,0
1762,Marketing,Associate,Full-time,Onsite,26,73,17,123960,17.5,25,0,58.9,0,28,1,0,0
1763,Operations,Associate,Contract,Onsite,54,115,29,95185,21.1,0,0,89.5,1,16,0,0,0
1764,Operations,Manager,Full-time,Hybrid,41,51,31,104426,14.9,26,0,44.8,1,18,0,0,0
1765,Finance,Associate,Full-time,Hybrid,51,113,22,78120,19.6,23,1,59.6,0,59,0,3,1
1766,Sales,Manager,Full-time,Remote,29,18,10,68297,18.7,17,0,66.9,0,25,1,0,0
1767,Operations,Team Lead,Contract,Remote,38,43,19,144147,14.3,11,1,51.2,0,14,0,0,0
1768,Marketing,Manager,Full-time,Onsite,22,12,18,38299,7.8,1,0,50.8,0,24,0,0,0
1769,HR,Team Lead,Full-time,Onsite,24,3,35,71348,18.6,0,0,65.5,0,14,0,0,0
1770,Engineering,Associate,Full-time,Onsite,47,82,25,71384,5.2,0,0,85.3,0,58,0,0,0
1771,Engineering,Team Lead,Contract,Remote,52,102,9,147182,19.5,24,1,90.4,0,19,0,0,0
1772,Engineering,Manager,Full-time,Hybrid,29,7,23,106693,20.1,28,0,98.8,0,29,0,2,0
1773,Sales,Senior Associate,Full-time,Onsite,29,97,12,125299,20.6,0,0,44.4,1,20,0,1,0
1774,Finance,Team Lead,Contract,Onsite,56,6,33,62687,11.8,21,1,53.0,1,46,0,0,1
1775,Operations,Team Lead,Full-time,Remote,49,82,28,94577,4.8,11,0,85.4,1,34,1,0,1
1776,HR,Associate,Full-time,Onsite,25,45,35,90047,2.5,6,1,72.4,1,43,0,1,1
1777,Marketing,Manager,Full-time,Hybrid,37,86,6,40191,18.6,3,1,59.7,1,58,0,1,1
1778,HR,Team Lead,Full-time,Remote,34,115,29,86884,22.2,20,1,52.3,0,5,0,0,1
1779,Marketing,Team Lead,Contract,Onsite,41,39,16,84911,16.3,19,0,56.8,0,51,0,0,0
1780,Sales,Team Lead,Full-time,Onsite,26,51,12,107303,3.6,3,0,65.8,0,36,0,1,0
1781,Engineering,Team Lead,Full-time,Remote,41,9,23,113447,23.4,25,1,50.6,1,10,0,1,0
1782,Sales,Senior Associate,Full-time,Remote,45,99,30,124165,24.7,14,0,97.9,0,22,0,0,0
1783,Finance,Manager,Full-time,Onsite,57,23,26,130330,10.8,0,0,46.5,1,43,2,1,0
1784,Finance,Associate,Contract,Hybrid,55,12,20,122480,14.9,5,1,99.1,0,38,0,0,0
1785,Marketing,Associate,Full-time,Remote,55,116,0,73726,19.4,13,0,90.5,0,8,0,0,0
1786,Operations,Senior Associate,Full-time,Hybrid,40,88,14,64623,18.4,25,1,65.4,0,17,2,1,0
1787,Operations,Manager,Full-time,Onsite,38,62,2,143367,24.2,13,1,84.4,1,45,0,0,0
1788,Marketing,Team Lead,Contract,Hybrid,26,114,5,143219,2.9,9,1,80.3,0,35,1,1,0
1789,Finance,Senior Associate,Full-time,Onsite,46,104,13,113517,14.5,6,0,52.8,0,39,0,0,0
1790,Finance,Manager,Full-time,Onsite,39,73,32,80000,17.3,22,0,60.3,0,47,1,0,1
1791,Finance,Team Lead,Full-time,Onsite,29,77,7,101494,22.3,23,0,70.8,0,35,0,1,0
1792,Sales,Senior Associate,Full-time,Onsite,48,40,25,110241,21.9,22,0,78.3,0,27,0,0,1
1793,Finance,Manager,Full-time,Hybrid,36,54,14,126172,24.4,21,0,72.6,0,18,0,1,0
1794,HR,Associate,Full-time,Onsite,34,106,13,93027,12.8,11,0,68.4,0,29,1,1,0
1795,Engineering,Associate,Full-time,Onsite,37,81,19,88995,20.8,23,0,66.6,0,57,1,0,0
1796,Finance,Manager,Full-time,Hybrid,43,7,18,72876,10.7,18,0,69.9,1,37,0,0,0
1797,Marketing,Associate,Full-time,Remote,41,17,32,148217,10.6,8,1,66.1,1,50,0,0,1
1798,Engineering,Manager,Contract,Hybrid,34,119,35,81070,6.3,2,0,72.5,0,14,0,0,0
1799,Sales,Team Lead,Full-time,Hybrid,41,50,23,120688,20.5,3,0,93.3,0,43,1,1,1
1800,Marketing,Manager,Contract,Hybrid,23,24,9,134065,24.6,12,0,78.0,0,11,0,1,0
1801,Engineering,Team Lead,Full-time,Onsite,56,2,33,96224,6.4,9,1,83.4,1,1,0,1,1
1802,Marketing,Senior Associate,Full-time,Onsite,40,99,35,55365,1.4,13,0,75.8,0,8,0,0,0
1803,Sales,Manager,Contract,Onsite,27,92,35,59663,20.4,5,0,78.6,0,34,0,0,0
1804,HR,Senior Associate,Full-time,Remote,35,83,15,95436,15.5,27,0,74.7,0,0,0,0,0
1805,Sales,Associate,Full-time,Onsite,25,33,14,134610,24.0,29,0,41.6,0,45,1,0,1
1806,Sales,Team Lead,Contract,Remote,43,21,17,133376,6.3,27,1,100.0,0,59,0,0,0
1807,Marketing,Manager,Full-time,Onsite,57,117,6,113275,1.8,7,1,42.0,1,30,0,3,1
1808,Operations,Senior Associate,Full-time,Hybrid,55,74,21,146375,12.3,18,0,63.7,0,27,1,1,0
1809,Finance,Team Lead,Full-time,Onsite,48,53,31,93211,2.1,28,1,46.3,0,44,1,1,0
1810,Finance,Team Lead,Full-time,Remote,28,46,18,40909,6.5,9,1,45.8,0,56,0,0,0
1811,HR,Associate,Full-time,Remote,24,45,0,90883,3.1,21,1,87.6,1,36,1,0,0
1812,HR,Associate,Full-time,Onsite,54,9,34,42713,5.6,4,0,65.6,0,6,0,1,0
1813,Finance,Team Lead,Full-time,Hybrid,23,102,4,42614,2.7,4,0,88.1,0,45,0,2,0
1814,Operations,Team Lead,Full-time,Onsite,37,6,11,137625,23.8,4,0,56.4,1,15,0,0,1
1815,Finance,Manager,Full-time,Onsite,46,51,11,128097,7.0,8,0,55.4,1,49,0,1,1
1816,Operations,Team Lead,Full-time,Onsite,36,117,20,50734,11.1,28,0,55.1,0,13,0,2,0
1817,HR,Manager,Full-time,Hybrid,45,106,18,60709,22.5,22,1,77.0,0,32,0,0,0
1818,Engineering,Team Lead,Full-time,Remote,36,119,8,52885,16.9,27,1,88.9,0,5,1,2,0
1819,Marketing,Associate,Full-time,Hybrid,52,35,35,101622,15.5,8,1,67.1,1,20,0,0,0
1820,HR,Manager,Full-time,Remote,35,82,31,108267,17.6,14,0,62.8,0,9,0,1,0
1821,HR,Senior Associate,Full-time,Remote,35,53,34,116128,20.7,8,0,98.4,0,31,0,2,0
1822,Sales,Associate,Full-time,Remote,27,19,30,43341,21.9,28,0,47.0,0,5,0,0,1
1823,Sales,Manager,Contract,Hybrid,35,69,31,69435,16.1,13,0,69.2,0,1,0,1,0
1824,Sales,Manager,Full-time,Onsite,38,25,31,42976,22.3,5,1,64.5,0,38,1,0,0
1825,Marketing,Senior Associate,Full-time,Onsite,39,11,29,112910,13.4,29,0,45.9,1,48,0,0,0
1826,Sales,Manager,Full-time,Onsite,41,74,31,107869,6.9,21,1,56.1,0,26,0,0,1
1827,Operations,Team Lead,Full-time,Onsite,38,17,1,35290,22.0,19,0,41.7,1,55,0,2,1
1828,Finance,Senior Associate,Contract,Onsite,37,36,10,75812,13.5,7,0,92.6,0,13,1,0,0
1829,Engineering,Associate,Contract,Hybrid,53,90,19,80528,22.7,29,0,76.5,1,22,0,0,0
1830,HR,Associate,Full-time,Hybrid,30,95,8,88570,1.0,1,0,88.9,1,38,2,0,0
1831,Operations,Team Lead,Full-time,Hybrid,48,96,18,141841,9.9,4,0,71.3,0,53,1,1,0
1832,Engineering,Associate,Contract,Hybrid,54,21,6,86399,23.7,16,0,76.0,0,57,0,2,0
1833,Operations,Manager,Contract,Hybrid,31,18,4,78437,6.2,9,0,82.1,0,20,0,0,0
1834,Operations,Manager,Full-time,Hybrid,38,60,23,119122,23.5,13,1,94.5,0,40,0,0,0
1835,HR,Team Lead,Full-time,Hybrid,57,18,6,87907,23.8,17,1,45.5,0,50,0,0,0
1836,Finance,Associate,Full-time,Onsite,38,1,10,111876,22.1,0,1,59.9,0,29,0,0,1
1837,Sales,Associate,Contract,Remote,39,14,8,78723,14.1,21,1,82.5,1,24,0,0,0
1838,Marketing,Team Lead,Full-time,Hybrid,44,8,29,65655,16.2,1,1,97.5,1,52,0,1,1
1839,Finance,Senior Associate,Full-time,Remote,55,66,2,144098,21.7,27,0,98.8,0,23,0,1,0
1840,Marketing,Associate,Full-time,Hybrid,29,51,21,85833,19.4,3,0,78.3,1,10,1,0,0
1841,HR,Senior Associate,Full-time,Hybrid,34,79,19,110096,15.8,12,0,51.6,1,34,0,0,0
1842,HR,Associate,Full-time,Onsite,44,60,31,53997,24.6,15,1,47.2,0,54,0,0,1
