employee_id,department,current_designation,tenure_months,months_since_last_promotion,performance_rating,avg_performance_rating_last_2yrs,project_completion_rate,training_hours_completed,peer_review_score,manager_rating,leadership_flag,certifications_count,PromotionReady
702,HR,Associate,59,25,1,4.77,89.7,61,4.57,3,0,1,0
703,Finance,Team Lead,86,17,5,3.13,68.6,13,1.17,2,0,0,0
704,Operations,Manager,50,14,4,2.38,58.3,61,1.34,3,0,0,0
705,Operations,Senior Associate,83,30,4,2.64,56.7,61,3.4,1,0,0,0
706,Engineering,Associate,26,25,1,1.17,87.5,73,3.75,4,0,0,1
707,HR,Associate,97,17,5,2.16,83.0,68,2.08,5,1,1,1
708,Operations,Associate,92,31,1,1.28,80.8,28,3.34,4,0,1,0
709,Marketing,Team Lead,43,12,1,2.53,81.3,45,1.36,5,0,1,0
710,Finance,Associate,12,6,1,3.37,51.2,23,4.68,4,1,1,0
711,HR,Senior Associate,30,13,1,2.26,86.6,0,2.36,4,0,2,0
712,Operations,Associate,39,40,1,2.53,62.4,21,3.07,5,0,1,0
713,Sales,Senior Associate,68,17,1,4.99,73.2,64,3.51,5,0,1,1
714,Finance,Senior Associate,112,41,1,2.74,56.3,78,2.91,2,0,3,0
715,Engineering,Associate,42,37,3,4.08,86.9,56,3.77,1,0,0,0
716,HR,Team Lead,12,47,2,3.2,72.3,67,1.09,5,0,2,0
717,Sales,Senior Associate,82,46,3,3.22,91.4,52,1.49,3,0,1,1
718,Sales,Team Lead,74,57,5,2.37,54.5,52,1.82,2,0,0,0
719,Operations,Team Lead,34,13,2,1.05,81.2,34,4.89,2,1,2,0
720,HR,Team Lead,38,19,3,2.3,52.3,56,3.66,1,0,0,0
721,Finance,Manager,98,12,2,4.7,50.8,65,2.22,1,1,1,0
722,Marketing,Senior Associate,39,31,4,2.84,83.4,59,3.05,1,0,1,0
723,Operations,Senior Associate,43,34,4,3.27,79.3,5,2.79,4,1,1,0
724,Finance,Team Lead,70,20,2,1.38,97.6,20,2.0,1,0,2,0
725,Engineering,Manager,31,9,4,4.25,87.2,40,1.6,2,0,1,0
726,Operations,Manager,43,37,5,3.43,65.1,0,2.01,5,0,1,0
727,Finance,Associate,77,52,3,3.81,88.4,11,1.15,5,0,0,0
728,Engineering,Manager,103,10,3,4.31,88.4,50,1.3,4,0,4,1
729,Sales,Senior Associate,119,13,5,1.8,73.5,30,4.21,2,0,1,0
730,Operations,Manager,105,0,3,1.93,50.4,11,2.98,1,0,0,0
731,HR,Associate,46,25,4,4.63,53.9,75,1.55,3,1,1,1
732,Finance,Manager,60,3,2,2.48,93.7,31,1.34,2,0,1,0
733,Marketing,Team Lead,41,6,3,2.88,58.7,35,4.33,4,1,1,1
734,Engineering,Senior Associate,85,14,3,1.28,87.1,34,2.08,4,0,1,0
735,Marketing,Senior Associate,109,23,5,1.2,55.0,13,2.16,5,0,0,0
736,Finance,Manager,72,24,3,2.01,71.3,13,4.52,2,0,0,0
737,Engineering,Team Lead,26,31,2,1.77,51.3,46,3.02,5,0,0,0
738,HR,Senior Associate,108,13,5,2.11,75.2,3,4.42,3,0,0,0
739,Sales,Manager,19,16,5,4.43,97.4,19,4.18,4,0,0,0
740,Engineering,Manager,80,11,2,3.11,51.3,71,3.35,1,0,1,0
741,Sales,Team Lead,39,23,5,2.19,82.8,19,1.81,3,0,2,0
742,Sales,Associate,39,55,5,1.38,69.5,71,1.31,4,0,2,1
743,Finance,Associate,5,24,1,2.56,93.0,10,4.3,1,0,3,0
744,Finance,Manager,119,3,4,1.95,64.1,31,4.61,3,0,0,0
745,Operations,Team Lead,92,4,5,4.63,94.7,12,1.95,3,0,0,1
746,Sales,Team Lead,31,42,2,2.68,86.9,26,1.55,1,1,2,0
747,Sales,Manager,113,50,3,4.89,77.2,12,2.77,2,0,0,0
748,Marketing,Team Lead,115,22,1,4.96,69.2,77,1.92,1,0,1,0
749,HR,Associate,45,1,5,3.75,77.1,61,3.1,2,0,3,1
750,Sales,Senior Associate,22,59,1,4.66,54.2,4,3.72,5,0,0,0
751,Finance,Team Lead,81,10,5,4.3,69.1,39,4.87,2,0,3,0
752,Sales,Manager,55,58,1,4.36,65.5,30,3.77,5,0,0,0
753,Sales,Associate,61,36,1,2.12,92.5,66,3.33,4,0,0,0
754,Sales,Senior Associate,111,7,4,1.03,70.1,13,2.35,3,0,2,0
755,HR,Senior Associate,10,42,2,4.21,82.0,20,3.37,1,0,0,0
756,Sales,Senior Associate,65,8,3,4.98,64.1,25,3.42,4,0,1,1
757,Marketing,Manager,30,50,2,4.34,99.0,54,1.37,5,0,1,0
758,Finance,Manager,51,19,4,1.07,77.4,28,2.28,3,0,0,0
759,HR,Team Lead,18,9,5,4.46,93.9,16,1.24,1,0,0,0
760,Engineering,Team Lead,75,40,1,4.24,86.2,58,1.68,5,1,2,0
761,Sales,Associate,18,2,4,3.0,51.1,29,3.34,2,0,2,0
762,Engineering,Senior Associate,27,3,2,3.63,78.4,13,4.56,4,0,0,0
763,Engineering,Senior Associate,9,37,1,4.54,52.7,68,3.93,3,0,3,0
764,Marketing,Senior Associate,5,48,4,2.37,99.7,18,1.96,4,0,2,1
765,Sales,Team Lead,68,9,2,3.49,53.7,49,3.64,5,0,1,1
766,Operations,Senior Associate,24,37,4,2.51,92.4,76,3.41,3,0,3,1
767,Operations,Team Lead,26,36,4,2.55,89.3,5,4.92,2,0,0,0
768,Operations,Senior Associate,12,54,3,4.31,52.7,40,2.26,1,0,2,0
769,HR,Senior Associate,106,7,5,2.71,57.2,14,3.32,1,1,3,1
770,Operations,Associate,75,34,4,2.9,98.2,71,1.07,5,0,1,1
771,Sales,Manager,7,45,5,1.23,80.5,50,2.41,5,0,1,0
772,Finance,Associate,1,20,1,4.69,56.2,29,2.19,2,0,1,0
773,Engineering,Associate,108,50,2,2.4,57.5,25,2.1,3,1,0,0
774,Engineering,Team Lead,22,36,4,1.83,51.6,10,1.87,1,1,1,0
775,Sales,Manager,56,20,4,2.24,91.1,50,4.68,5,0,1,0
776,HR,Manager,119,31,4,4.55,82.9,74,1.78,3,0,1,1
777,Engineering,Senior Associate,41,44,4,3.22,81.0,69,3.68,2,1,1,1
778,Sales,Senior Associate,15,52,1,2.55,53.2,48,2.7,2,0,2,0
779,Engineering,Senior Associate,40,12,1,1.95,54.5,65,2.45,1,0,0,0
780,Finance,Senior Associate,83,5,1,1.28,65.3,50,3.72,4,0,3,0
781,Finance,Senior Associate,65,20,1,1.04,80.1,6,3.21,2,1,1,0
782,HR,Manager,74,17,5,1.12,79.7,49,3.51,1,1,1,0
783,Finance,Manager,65,18,5,3.85,60.0,34,4.04,4,1,3,1
784,HR,Team Lead,107,26,5,2.42,76.8,2,3.17,1,0,1,0
785,Operations,Manager,61,0,5,1.39,85.8,65,1.88,2,0,3,1
786,HR,Associate,105,40,1,4.56,90.4,17,4.82,3,0,1,0
787,Sales,Associate,45,0,1,3.32,72.8,36,2.97,4,0,0,0
788,Engineering,Team Lead,93,49,4,2.06,75.3,73,4.73,5,0,1,0
789,Sales,Manager,59,56,5,1.07,84.2,7,2.18,3,0,1,0
790,Operations,Manager,116,4,3,1.38,95.3,56,2.68,2,0,1,0
791,Marketing,Team Lead,76,43,5,2.93,82.7,37,1.62,2,1,2,0
792,Marketing,Associate,102,14,2,1.56,73.2,15,4.08,4,0,2,1
793,Engineering,Manager,7,51,1,1.55,95.7,70,2.47,3,0,1,0
794,Finance,Associate,93,50,5,3.32,57.5,2,2.82,5,1,5,0
795,Operations,Associate,45,3,2,1.47,74.2,63,2.75,3,0,1,0
796,HR,Manager,13,6,3,1.94,63.9,74,1.43,5,1,1,1
797,HR,Senior Associate,101,12,1,3.4,99.4,66,4.73,1,0,0,1
798,HR,Team Lead,61,59,2,1.15,66.7,43,1.29,3,0,0,0
799,Operations,Senior Associate,42,20,2,2.83,50.5,40,3.73,5,0,1,0
800,Finance,Manager,78,21,2,1.94,69.3,54,3.16,5,0,1,0
801,HR,Senior Associate,106,31,4,3.48,55.1,10,3.88,2,0,0,1
802,Marketing,Associate,72,30,5,3.96,71.4,23,1.29,2,0,1,0
803,Operations,Associate,115,33,5,1.7,58.0,29,2.88,3,0,1,1
804,Finance,Manager,71,42,5,4.46,59.1,62,4.65,5,1,1,1
805,Sales,Senior Associate,4,40,1,4.62,55.6,45,3.61,4,1,1,0
806,Engineering,Manager,26,31,4,4.61,75.0,24,2.68,5,0,2,0
807,Engineering,Manager,27,1,2,2.51,77.5,26,1.07,2,0,0,0
808,Engineering,Manager,19,43,1,4.42,91.3,6,2.73,5,0,2,0
809,Engineering,Associate,93,19,5,2.35,80.5,14,3.02,5,0,0,0
810,Marketing,Associate,39,11,4,2.6,94.3,50,3.13,4,0,2,1
811,HR,Team Lead,62,29,4,2.29,67.3,29,2.51,4,1,1,0
812,Finance,Manager,51,30,2,4.17,67.9,38,3.63,1,1,0,0
813,Finance,Senior Associate,11,2,5,3.71,60.1,18,4.66,3,0,0,1
814,Sales,Associate,70,52,3,3.24,72.1,34,4.85,2,0,1,0
815,Engineering,Associate,98,6,2,4.06,63.8,43,3.38,5,0,1,0
816,HR,Senior Associate,68,13,2,2.2,50.8,2,1.97,1,0,0,0
817,Sales,Team Lead,100,34,1,4.51,64.5,70,1.78,2,0,1,0
818,Engineering,Team Lead,114,31,2,2.73,55.4,3,1.73,5,0,3,0
819,Sales,Manager,37,38,3,3.32,80.1,77,3.52,5,0,2,0
820,HR,Associate,47,27,2,2.61,75.8,31,4.91,5,1,2,0
821,HR,Senior Associate,61,54,1,1.89,51.8,23,3.05,2,1,0,0
822,Sales,Senior Associate,97,53,4,2.9,67.9,2,3.92,4,1,1,0
823,Engineering,Team Lead,60,11,1,3.0,64.4,8,2.45,1,0,2,0
824,Operations,Manager,13,7,2,3.14,92.4,13,3.35,1,0,0,0
825,Marketing,Senior Associate,90,26,4,4.19,64.5,78,4.83,2,0,0,1
826,Operations,Associate,39,54,5,2.12,85.5,4,1.13,5,1,1,0
827,Operations,Team Lead,48,4,4,3.18,91.3,44,4.34,5,0,2,1
828,Engineering,Team Lead,7,20,5,4.11,66.5,72,1.18,5,0,0,0
829,Marketing,Associate,78,56,5,4.65,93.0,70,4.98,2,0,1,0
830,Operations,Manager,98,28,4,4.14,92.5,44,1.93,2,0,1,1
831,Marketing,Manager,85,3,3,1.97,52.1,70,1.19,5,0,0,0
832,Sales,Team Lead,87,5,4,4.09,93.1,54,4.08,5,1,0,1
833,HR,Team Lead,119,9,4,1.5,51.1,71,2.33,5,0,0,0
834,Engineering,Senior Associate,4,3,1,1.58,98.6,48,3.88,3,1,3,1
835,HR,Senior Associate,68,16,1,3.62,65.7,25,2.67,1,0,0,0
836,Marketing,Senior Associate,57,36,4,2.83,87.8,41,2.9,5,0,2,0
837,Finance,Team Lead,17,8,2,3.84,74.2,41,3.86,2,0,3,0
838,Finance,Senior Associate,115,4,2,3.65,96.5,14,3.3,4,1,3,0
839,Sales,Team Lead,93,49,5,1.15,54.9,28,3.14,5,0,1,0
840,Marketing,Senior Associate,23,5,2,4.65,89.5,47,1.04,5,0,0,0
841,Engineering,Team Lead,1,23,4,1.36,70.9,13,2.19,2,0,1,0
842,HR,Manager,72,37,2,4.23,54.0,39,3.27,1,0,2,0
843,Operations,Manager,13,31,3,4.9,66.7,72,4.73,2,1,5,1
844,Engineering,Team Lead,10,22,5,3.04,51.5,15,2.96,2,0,1,0
845,Sales,Associate,90,2,3,3.22,86.5,71,4.51,2,1,1,0
846,Finance,Associate,26,19,4,2.22,67.5,73,1.76,3,0,1,1
847,Operations,Senior Associate,55,57,5,1.45,77.3,57,3.7,2,0,3,0
848,HR,Associate,51,8,5,4.79,70.2,57,4.55,1,0,2,0
849,Engineering,Team Lead,37,15,3,4.81,57.6,74,2.03,5,0,1,1
850,Sales,Senior Associate,59,50,1,3.91,74.4,74,2.87,5,0,4,1
851,Operations,Manager,79,8,2,1.61,85.9,44,4.97,4,0,2,1
852,HR,Team Lead,112,6,4,3.53,66.4,18,2.03,1,0,0,0
853,HR,Associate,101,40,4,1.15,52.8,29,1.12,2,0,1,0
854,Engineering,Team Lead,75,12,3,3.84,91.3,11,1.95,2,1,0,0
855,Engineering,Team Lead,112,1,4,4.12,70.7,70,1.87,4,0,4,1
856,HR,Associate,63,34,2,2.26,68.6,40,4.35,5,0,1,0
857,Sales,Team Lead,56,36,4,2.4,81.8,44,4.58,1,0,1,0
858,Marketing,Senior Associate,14,5,2,3.66,93.4,58,3.19,4,0,1,0
859,Sales,Senior Associate,15,45,4,4.41,80.9,45,4.87,1,0,0,0
860,Sales,Associate,109,41,1,4.17,53.4,7,4.34,4,0,2,0
861,Operations,Team Lead,25,30,4,2.15,65.8,19,4.77,1,0,1,0
862,Engineering,Team Lead,94,21,5,1.79,69.0,15,2.42,2,0,1,0
863,Sales,Associate,117,25,2,2.47,85.3,52,4.71,5,1,0,1
864,HR,Associate,46,22,1,4.83,68.7,68,4.62,4,0,0,1
865,Sales,Team Lead,50,20,3,2.63,93.5,64,1.57,3,0,0,0
866,Finance,Senior Associate,64,16,3,1.14,68.6,67,1.47,3,0,1,0
867,Marketing,Manager,9,8,1,3.74,69.7,3,2.24,2,0,2,0
868,Marketing,Team Lead,104,47,5,2.19,80.4,9,2.34,1,0,1,0
869,HR,Manager,98,13,1,4.5,84.1,38,1.08,1,1,0,0
870,Engineering,Team Lead,36,38,3,1.41,93.1,19,2.47,5,1,1,1
871,Sales,Team Lead,9,1,4,3.51,54.7,29,4.47,4,0,0,0
872,Engineering,Manager,65,55,4,4.93,58.6,42,4.05,4,0,1,1
873,Engineering,Manager,1,11,4,4.52,79.5,74,2.34,2,0,0,0
874,Engineering,Associate,49,57,3,3.47,61.7,1,4.24,2,0,1,0
875,Finance,Team Lead,99,58,5,1.61,50.8,78,2.02,3,0,0,0
876,Finance,Team Lead,22,41,4,4.58,68.6,10,3.59,1,0,0,0
877,Finance,Manager,81,43,4,1.7,72.5,24,3.53,4,0,1,0
878,HR,Associate,68,43,4,1.27,75.0,52,2.76,4,0,1,0
879,Engineering,Manager,82,8,4,2.08,71.7,52,2.12,1,0,1,0
880,Operations,Team Lead,98,53,2,1.91,65.3,2,2.75,2,0,1,0
881,Engineering,Manager,98,1,4,3.85,68.6,34,4.92,2,0,0,1
882,Finance,Manager,44,52,3,4.12,70.1,41,3.89,3,1,1,0
883,Engineering,Senior Associate,8,43,3,2.72,54.7,74,2.71,3,0,2,0
884,HR,Associate,72,49,5,3.84,94.8,75,2.15,4,0,0,1
885,HR,Associate,26,17,1,2.92,89.3,74,2.59,5,0,1,1
886,Engineering,Team Lead,74,2,3,3.28,70.3,56,1.73,3,0,2,0
887,Sales,Team Lead,10,32,2,4.39,60.4,36,2.36,3,0,0,0
888,Marketing,Senior Associate,18,5,2,1.45,80.9,50,1.36,3,0,2,0
889,Marketing,Manager,17,36,2,4.22,53.5,37,2.29,3,0,0,0
890,Operations,Team Lead,106,35,3,3.78,78.6,45,2.21,1,1,1,0
891,Operations,Senior Associate,77,57,2,2.09,56.5,70,2.67,2,0,2,0
892,Sales,Manager,25,36,4,4.45,62.9,30,2.91,2,0,1,0
893,Operations,Team Lead,59,35,5,3.01,57.0,6,3.67,2,0,2,0
894,Sales,Senior Associate,63,1,3,4.43,53.1,64,2.32,5,0,1,0
895,HR,Manager,35,40,4,1.7,70.0,60,1.89,3,0,1,0
896,Engineering,Associate,83,1,3,4.47,73.3,60,4.6,4,0,2,1
897,Sales,Senior Associate,16,43,5,4.52,60.4,1,1.41,4,0,0,0
898,Marketing,Team Lead,86,59,4,2.94,99.7,78,3.71,1,1,0,1
899,HR,Associate,13,38,2,3.82,95.0,9,1.82,4,0,0,1
900,Finance,Associate,89,48,1,3.19,84.9,45,1.94,2,1,2,0
901,Engineering,Manager,107,46,5,3.92,88.8,45,2.38,4,0,1,0
902,Engineering,Manager,4,44,1,1.76,56.1,56,2.36,3,0,2,0
903,Marketing,Senior Associate,36,25,2,2.77,87.9,26,4.75,2,0,1,0
904,Marketing,Associate,72,46,1,4.78,93.4,65,2.8,2,0,1,0
905,Sales,Senior Associate,115,23,4,4.05,93.9,19,3.28,4,0,1,1
906,Sales,Manager,80,5,4,1.18,80.7,57,3.92,3,1,1,0
907,Marketing,Team Lead,63,36,5,1.6,64.3,58,1.03,1,0,0,0
908,Engineering,Team Lead,39,41,4,2.93,60.3,5,4.68,3,1,1,0
909,Engineering,Senior Associate,107,20,1,4.06,57.2,12,1.74,3,0,3,0
910,Sales,Associate,117,46,5,1.69,97.1,74,3.08,3,0,3,0
911,Sales,Team Lead,33,59,3,1.25,92.3,27,2.55,2,0,1,0
912,Operations,Team Lead,77,18,1,1.3,77.1,66,4.27,1,0,3,0
913,Engineering,Senior Associate,103,34,3,1.86,97.2,3,2.48,4,1,0,0
914,HR,Manager,10,35,5,4.52,51.3,75,4.45,1,0,2,1
915,HR,Team Lead,7,15,3,3.91,65.6,27,2.37,3,0,0,0
916,Sales,Team Lead,15,26,2,2.71,75.9,79,3.74,2,0,2,0
917,Finance,Team Lead,42,30,4,1.68,81.9,64,1.86,4,0,0,1
918,HR,Manager,103,21,1,1.62,64.0,4,2.76,5,0,2,0
919,Finance,Team Lead,23,14,3,3.18,54.0,67,2.87,1,0,1,0
920,Marketing,Associate,116,34,3,3.51,83.9,4,4.49,5,0,1,0
921,Marketing,Senior Associate,30,1,1,3.72,68.9,20,4.58,2,0,1,0
922,HR,Senior Associate,107,3,1,1.5,56.5,37,2.27,4,0,1,0
923,Engineering,Senior Associate,6,54,1,3.42,65.6,8,2.12,5,0,0,0
924,Engineering,Associate,26,20,2,1.36,70.6,23,2.72,3,0,0,0
925,Finance,Senior Associate,58,40,3,2.57,88.4,26,4.27,5,0,1,0
926,Engineering,Team Lead,22,0,2,2.85,92.6,51,1.29,2,0,1,0
927,Marketing,Team Lead,38,49,4,3.64,59.3,34,4.85,5,0,1,0
928,Finance,Associate,39,12,2,3.45,85.2,77,4.24,2,0,1,0
929,Sales,Manager,33,46,2,4.49,94.3,74,4.2,4,0,2,0
930,HR,Associate,6,20,3,1.82,94.7,6,3.2,1,0,2,0
931,Finance,Associate,105,12,2,4.04,54.3,41,2.46,5,0,1,1
932,HR,Team Lead,48,39,1,3.1,67.9,46,4.97,4,0,1,0
933,HR,Senior Associate,77,17,1,4.79,60.2,49,4.38,3,0,0,0
934,HR,Manager,88,53,4,1.06,61.3,16,4.24,1,0,1,0
935,Sales,Manager,51,46,2,4.27,62.0,9,1.69,3,0,2,0
936,HR,Team Lead,68,40,3,4.47,61.0,75,4.7,2,0,0,0
937,Sales,Senior Associate,49,25,1,3.75,98.9,54,1.73,3,0,3,0
938,HR,Associate,105,41,1,4.69,68.2,76,1.45,4,0,2,1
939,Marketing,Associate,30,53,2,3.02,80.9,60,4.01,2,0,1,0
940,Marketing,Manager,101,7,5,1.66,98.8,78,4.62,1,0,0,1
941,HR,Team Lead,47,55,5,1.81,58.6,17,1.3,4,0,1,0
942,Marketing,Associate,42,6,5,3.04,57.9,74,1.82,4,0,1,1
943,Engineering,Associate,27,18,2,4.57,59.6,74,3.58,3,0,0,1
944,Operations,Senior Associate,93,12,4,4.7,99.4,70,4.31,5,0,1,1
945,Engineering,Team Lead,5,37,3,4.83,85.3,17,4.71,1,0,0,0
946,Engineering,Manager,21,43,1,2.22,67.4,49,3.52,3,0,1,0
947,Engineering,Team Lead,61,31,3,4.55,80.8,27,2.2,4,0,2,0
948,Sales,Team Lead,70,23,1,1.77,85.8,48,2.68,5,1,1,0
949,Sales,Senior Associate,53,31,4,4.37,63.3,16,1.28,4,0,1,0
950,HR,Senior Associate,9,53,3,5.0,69.1,56,4.41,4,0,2,1
951,Engineering,Senior Associate,1,26,2,1.3,55.3,36,3.6,5,0,1,0
952,Sales,Senior Associate,58,55,2,1.34,56.1,34,1.97,2,0,3,0
953,Finance,Team Lead,32,35,3,4.72,57.7,44,1.9,1,0,2,0
954,HR,Associate,61,26,1,3.21,97.5,34,4.51,2,0,1,0
955,Sales,Senior Associate,59,44,3,2.57,91.7,73,4.7,5,0,4,1
956,HR,Associate,51,36,1,1.37,97.8,6,2.48,2,0,0,0
957,HR,Manager,45,17,3,3.31,77.1,61,4.28,5,1,0,0
958,Engineering,Associate,71,33,2,3.34,60.7,67,4.98,1,0,1,0
959,Finance,Team Lead,10,35,2,4.01,51.5,78,1.0,3,0,2,0
960,Operations,Senior Associate,34,59,5,2.16,66.4,47,4.76,5,0,2,0
961,Sales,Team Lead,103,13,3,2.97,87.3,76,4.9,1,0,0,0
962,Marketing,Team Lead,5,34,3,4.51,75.8,31,3.92,4,0,0,0
963,Engineering,Manager,24,6,1,3.07,60.3,5,4.61,2,0,0,0
964,Finance,Associate,114,33,2,2.41,94.8,75,4.65,1,0,0,0
965,Engineering,Associate,31,18,5,4.16,78.1,18,1.95,4,1,1,1
966,Sales,Team Lead,96,58,3,1.01,95.5,33,1.09,3,0,0,0
967,Engineering,Senior Associate,109,20,5,3.26,60.5,49,3.26,2,0,4,1
968,Operations,Team Lead,114,36,2,4.92,52.0,38,3.32,5,0,1,1
969,Operations,Associate,21,45,1,3.31,84.2,0,3.61,4,0,0,0
970,Engineering,Manager,40,36,5,4.55,99.9,16,1.9,5,0,1,0
971,Marketing,Associate,65,28,1,2.51,68.0,60,1.64,2,0,0,0
972,HR,Team Lead,41,19,1,4.42,51.4,76,2.93,2,0,1,0
973,Operations,Manager,58,0,1,2.45,96.3,64,1.63,5,0,1,0
974,Operations,Associate,30,11,2,3.72,54.4,20,3.06,2,0,0,0
975,Finance,Team Lead,8,59,1,1.09,63.2,62,1.36,4,0,1,0
976,Finance,Associate,27,55,4,2.83,64.7,36,2.0,4,0,1,0
977,Operations,Manager,82,39,5,3.34,52.6,11,2.38,1,0,3,0
978,Sales,Senior Associate,74,23,4,1.07,50.4,13,3.18,3,0,1,0
979,Marketing,Senior Associate,43,38,2,4.52,51.9,34,1.34,4,1,1,0
980,Sales,Associate,58,14,5,3.86,59.3,78,3.85,5,0,3,0
981,Operations,Associate,77,42,1,3.77,58.7,27,4.65,5,0,0,0
982,Marketing,Manager,98,17,3,1.05,78.4,42,4.78,1,0,0,0
983,HR,Senior Associate,17,38,3,2.08,67.9,45,2.71,4,1,0,1
984,Engineering,Senior Associate,3,45,2,4.54,68.9,22,3.61,1,1,0,0
985,Marketing,Manager,111,51,1,4.11,88.5,67,3.09,1,0,2,0
986,Engineering,Associate,46,54,2,1.05,88.5,11,2.76,1,0,2,0
987,Finance,Manager,63,53,2,4.75,80.1,27,4.95,1,1,1,0
988,Operations,Senior Associate,25,36,1,1.41,92.2,29,3.06,1,0,2,0
989,HR,Associate,26,45,5,3.97,85.0,26,4.89,5,0,3,1
990,Marketing,Senior Associate,78,36,3,1.55,93.3,14,1.41,4,0,2,0
991,Sales,Team Lead,2,56,4,4.95,85.1,23,4.05,5,0,1,0
992,Finance,Team Lead,41,50,5,3.39,92.6,11,3.57,5,0,0,0
993,Engineering,Senior Associate,78,17,2,3.14,73.4,43,2.4,2,0,2,0
994,Marketing,Associate,108,11,2,1.99,99.9,76,4.8,2,1,3,0
995,Operations,Manager,19,55,1,2.79,85.3,31,1.3,3,0,0,0
996,HR,Senior Associate,52,38,1,2.73,94.3,21,2.55,3,0,1,0
997,Sales,Senior Associate,83,1,5,1.28,74.3,67,2.26,1,0,1,0
998,Finance,Team Lead,84,20,3,2.96,52.2,26,4.03,4,0,0,1
999,Finance,Team Lead,35,2,1,1.49,57.4,52,3.61,3,0,0,0
1000,Sales,Senior Associate,54,42,1,1.76,66.6,70,4.67,2,1,1,0
1001,Marketing,Associate,101,47,4,2.89,66.3,24,1.58,4,0,1,0
1002,Sales,Senior Associate,110,57,2,2.3,86.9,59,1.16,3,0,2,0
1003,Marketing,Associate,47,22,3,1.95,58.6,77,3.22,5,0,2,0
1004,Marketing,Manager,25,10,5,3.09,69.5,14,4.59,5,0,2,0
1005,Finance,Manager,67,10,3,2.87,75.7,52,1.0,3,0,2,0
1006,Operations,Senior Associate,93,39,2,1.83,53.1,54,2.71,2,0,0,0
1007,Sales,Manager,17,16,2,2.83,76.8,16,1.03,2,0,2,0
1008,Engineering,Manager,10,7,4,1.58,65.1,49,1.56,2,0,1,0
1009,Operations,Manager,73,45,5,1.13,99.2,28,2.54,4,0,5,1
1010,Finance,Associate,34,54,2,3.35,52.2,54,1.24,2,0,0,0
1011,Finance,Senior Associate,29,2,5,1.25,77.3,13,2.63,4,0,0,0
1012,Engineering,Manager,61,49,4,1.69,99.4,67,2.02,5,1,1,1
1013,HR,Team Lead,13,48,4,3.9,96.5,48,4.72,4,0,0,0
1014,Operations,Associate,12,26,4,2.13,51.2,44,3.99,5,1,0,0
1015,Operations,Associate,113,8,5,2.68,67.7,17,2.5,3,0,2,0
1016,Engineering,Manager,78,47,3,3.5,69.9,27,2.27,3,1,3,0
1017,HR,Manager,79,46,1,1.83,60.6,27,2.18,4,0,1,0
1018,Finance,Associate,119,3,1,1.23,70.8,15,3.21,3,0,2,0
1019,Marketing,Team Lead,63,58,3,3.84,64.7,66,4.21,3,0,0,0
1020,Sales,Associate,46,58,4,1.59,56.4,72,1.19,4,0,1,1
1021,Operations,Manager,72,48,4,3.91,94.8,6,4.24,3,0,0,0
1022,HR,Associate,30,34,1,4.82,76.8,69,1.34,5,0,1,0
1023,Sales,Team Lead,62,58,3,2.69,70.6,62,3.21,2,0,0,0
1024,Sales,Team Lead,87,39,3,3.25,93.5,16,1.74,2,1,1,0
1025,Finance,Team Lead,20,25,4,3.2,67.6,71,4.73,3,0,1,0
1026,Sales,Senior Associate,95,49,4,2.4,90.7,77,1.11,2,0,2,1
1027,Operations,Senior Associate,103,39,2,2.62,75.7,5,2.16,4,0,2,0
1028,Sales,Senior Associate,51,44,5,2.32,57.6,28,2.7,1,0,2,0
1029,Finance,Associate,71,1,2,4.95,84.1,23,2.19,4,0,1,1
1030,Engineering,Senior Associate,87,4,5,4.99,70.3,22,3.06,3,0,2,1
1031,Marketing,Team Lead,69,59,3,3.49,65.0,17,2.86,4,0,3,0
1032,HR,Senior Associate,110,3,2,1.61,82.6,20,1.83,3,0,0,0
1033,HR,Associate,22,42,3,3.91,86.2,26,3.09,3,0,0,0
1034,Sales,Team Lead,24,46,3,2.67,51.0,75,3.83,3,0,1,0
1035,Operations,Manager,107,7,2,3.82,72.9,5,1.95,4,0,3,0
1036,Operations,Senior Associate,62,0,5,3.91,94.8,38,4.18,2,0,3,0
1037,Marketing,Senior Associate,29,20,1,4.95,99.9,62,2.52,5,0,0,1
1038,Operations,Senior Associate,102,9,1,1.17,78.0,54,3.36,1,0,1,0
1039,Operations,Team Lead,77,31,1,3.0,79.3,1,4.9,3,1,1,0
1040,Engineering,Team Lead,81,9,2,3.78,59.6,69,3.5,3,1,2,1
1041,Marketing,Manager,97,38,2,2.37,73.1,49,3.93,4,1,0,0
1042,Marketing,Associate,99,7,1,1.33,91.4,79,1.72,5,0,0,0
1043,HR,Senior Associate,111,22,5,2.63,54.5,58,1.01,3,0,0,1
1044,Marketing,Team Lead,73,41,3,3.2,69.4,67,1.53,5,0,1,0
1045,Marketing,Manager,40,56,3,4.54,95.1,12,3.65,1,0,1,0
1046,Operations,Team Lead,89,46,2,3.51,91.2,78,3.01,4,0,1,0
1047,Marketing,Associate,73,58,3,2.37,61.7,65,3.43,2,0,1,0
1048,Operations,Team Lead,89,9,5,3.45,94.5,25,3.5,5,0,1,1
1049,Marketing,Manager,76,41,4,3.42,90.7,66,1.24,3,0,1,0
1050,Sales,Manager,15,41,2,2.88,83.2,66,4.24,3,0,2,0
1051,Operations,Team Lead,56,17,1,4.46,64.6,36,1.16,4,0,3,0
